artist,song,text,length,number_words,expl_bool,total_expl,grp_1,grp_2,tb_polarity,tb_subjectivity,vader_neg,vader_neu,vader_pos,compound
missyelliott,imbetter , brand new flow when i rap dj bring that back you aint ever heard a track like that shit might slap booty go clap roll up in the benz looking like a ten stack when i rock make it bop in my car and it bang bang bang like  tune out noise go blap blap blap ,254,56,1,1,0,0,-0.015909090909090914,0.31363636363636366,0.057,0.801,0.143,0.5423
missyelliott,imbetter , imma start it from the bottom show you how to flip a dollar i got food in my dining room im better im better im better its another day another chance i wake up i wanna dance so as long as i got my friends   im better im better im better,237,51,0,0,0,0,0.42142857142857143,0.4857142857142857,0.0,0.656,0.344,0.9661
missyelliott,therainsupadupafly , me im super fly super dupa fly  i cant stand the rain supa dupa fly me im super fly  against my window super dupa fly  i cant stand the rain supa dupa fly me im super fly  against my window super dupa fly  i cant stand the rain supa dupa fly me im super fly  against my window  ,279,58,0,0,0,0,0.607843137254902,0.803921568627451,0.0,0.651,0.349,0.9823
missyelliott,therainsupadupafly , when the rain hits my window i take and  cough me some indo me and timbaland ooh we sang a jangle we so tight that you get our styles tangled sway on dosie do like you loco can we get kinky tonight like coko so so you dont wanna play with my yo yo i smoke my hydro on the d low  d d d d d low  ,295,68,0,0,0,0,-0.05952380952380953,0.29523809523809524,0.084,0.849,0.067,-0.0608
missyelliott,therainsupadupafly , i cant stand the rain against my window i cant stand the rain against my window i cant stand the rain against my window i cant stand the rain against my window i cant stand the rain ,183,37,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
missyelliott,therainsupadupafly , i feel the wind                 begin i sit on hills like lauryn until the rain starts coming down pouring chill i got my umbrella my finger waves these days they fall like humpty chumpy i break up with him before he dump me to have me  i cant stand the rain  yes you lucky  against my window  ,295,56,0,0,0,0,0.08888888888888886,0.5611111111111111,0.041,0.796,0.164,0.7845
missyelliott,therainsupadupafly , i cant stand the rain against my window i cant stand the rain against my window i cant stand the rain against my window i cant stand the rain i cant stand the rain i cant stand the rain i cant stand the rain i cant stand the rain against my window i cant stand the rain against my window i i cant stand the rain against my window i cant stand the rain against my window i cant stand the rain i cant stand the rain i cant stand the rain i cant stand the rain,458,97,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
missyelliott,workit , is it worth it let me work it i put my thing down flip it and reverse it ti esrever dna ti pilf nwod gniht ym tup ti esrever dna ti pilf nwod gniht ym tup if you got a big  elephant trumpet  let me search ya and find out how hard i gotta work ya ti esrever dna ti pilf nwod gniht ym tup ti esrever dna ti pilf nwod gniht ym tup cmon ,334,75,0,0,0,0,-0.03680555555555557,0.25763888888888886,0.018,0.957,0.025,0.128
missyelliott,workit , id like to get to know ya so i could show ya put the pussy on ya like i told ya give me all your numbers so i can phone ya your girl acting stank then call me over not on the bed lay me on your sofa call before you come i need to shave my chocha you do or you dont or you will or wont ya go downtown and eat it like a vulture see my hips and my tips dont ya see my ass and my lips dont ya lost a few pounds and my waist for ya this the kinda beat that go ra ta ta ra ta ta ta ta ta ta ta ta ta sex me so good i say blah blah blah work it i need a glass of water boy oh boy its good to know ya cmon ,599,147,1,2,0,0,0.3,0.32500000000000007,0.083,0.82,0.098,0.5428
missyelliott,workit , if you a fly gal get your nails done get a pedicure get your hair did boy lift it up lets make a toast a lets get drunk thats gonna bring us closer  okay dont i look like a halle berry poster see the belvedere playing tricks on ya  ah girlfriend wanna be like me never you wont find a bitch thats even better  ah i make you hot as las vegas weather listen up close while i take it backwards  sdrawkcab ti ekat ot ekil yssim yaw eht hctaw im not a prostitute but i could give you what you want i love your braids and your mouth full of fronts love the way my ass go bum bum bum bum  huh keep your eyes on my bum bum bum bum bum  okay you think you can handle this badonka donk donk  woo take my thong off and my ass go boom  ugh cut the lights on so you see what i could do  cmon  ,781,166,1,3,0,0,0.37777777777777777,0.6666666666666665,0.103,0.754,0.142,0.777
missyelliott,workit , is it worth it let me work it i put my thing down flip it and reverse it ti esrever dna ti pilf nwod gniht ym tup ti esrever dna ti pilf nwod gniht ym tup  ooh if you got a big  elephant trumpet  let me search ya and find out how hard i gotta work ya ti esrever dna ti pilf nwod gniht ym tup  huh ti esrever dna ti pilf nwod gniht ym tup  cmon cmon ,350,78,0,0,0,0,-0.03680555555555557,0.25763888888888886,0.018,0.958,0.024,0.128
missyelliott,workit , boys boys all type of boys black white puerto rican chinese boys  cmon why thai thai o toy o thai thai rock thai thai o toy o thai thai  cmon girls girls get that cash if its  to  or shaking your ass  aha aint no shame ladies do your thing  cmon just make sure you ahead of the game ,284,59,1,1,0,0,-0.01333333333333333,0.34444444444444444,0.114,0.851,0.036,-0.6187
missyelliott,workit , just cause i got a lot of fame super prince couldnt get me change my name papa kunta kinte a slave again no sir picture blacks saying  oh yesa massa picture lil kim dating a pastor minute man big red could outlast ya who is the best i dont have to ask ya when i come out you wont even matter  ugh why you act dumb like uhhhh duh so you act dumb like uhhhhh duh as the drummer boy go ba rom pop pom pom  ooh give you some some some of this cinnabun  cmon  ,456,96,1,0,0,0,-0.0020833333333333467,0.4083333333333333,0.089,0.751,0.16,0.8479
missyelliott,workit , is it worth it let me work it i put my thing down flip it and reverse it ti esrever dna ti pilf nwod gniht ym tup ti esrever dna ti pilf nwod gniht ym tup  ooh if you got a big  elephant trumpet  let me search ya and find out how hard i gotta work ya ti esrever dna ti pilf nwod gniht ym tup ti esrever dna ti pilf nwod gniht ym tup cmon ,339,76,0,0,0,0,-0.03680555555555557,0.25763888888888886,0.018,0.957,0.025,0.128
missyelliott,workit , to my fellas  ooh good god  i like the way you work that  uh huh la la la la to my ladies  whoo good god  you sure know how to work that ,138,32,0,0,0,0,0.6333333333333333,0.6962962962962963,0.0,0.637,0.363,0.9153
missyelliott,wtfwheretheyfrom ,  shorty what  the dance that you doing is dumb how they do it where you from  ayy  triflin  stickin out your tongue girl but you know youre too young a bunch of girls do it and the shit look fun thats how they do it where we from  ayy  you know it dont start till one thats how they do it where they from ,306,64,1,1,0,0,-0.04375000000000001,0.47500000000000003,0.029,0.823,0.148,0.8968
missyelliott,wtfwheretheyfrom , im so faded no exaggeration  what  backs breakin like a percolation  what  boys to the yard for some hip spankin where you make it drop down like you in the matrix  yeah  cant take it them chicks been fakin  what  yall still sleep better stay awakened  what  hot new dance for the hood to make it make the donk move fast make them think you drinkin  yeah  head to the floor dont collect that though  what  you better huddle up cause the beats so cold  huh  pop that pop that cock and reload  huh  this another hit i got an ace in the hole  what  boys on my back playa did you peep that you got a small stack playa you can keep that  huh  im a big mac make you wanna eat that like m m m m m yak it to the yak  yeah  junk in the trunk make you pumps in the bump girls wanna have fun make you stickin out your tongue  what   ,823,167,1,1,0,0,0.0800734618916437,0.4448576675849404,0.04,0.834,0.126,0.9415
missyelliott,wtfwheretheyfrom , shorty what the dance that you doing is dumb how they do it where you from stickin out your tongue girl but you know youre too young a bunch of girls do it and the shit look fun thats how they do it where we from you know it dont start till one thats how they do it where they from ,283,61,1,1,0,0,-0.04375000000000001,0.47500000000000003,0.03,0.815,0.155,0.8968
missyelliott,wtfwheretheyfrom , i come into this bitch like liquid drip drip then the business click click get your picture herm s trismegistus witness and get lifted basic nigga i was born in the basement shape shift nigga i think like a spaceship false oh nah nah nah i am so different than yall so far apart the way that i balance the bars i never fall and if i do i just call the almighty yellow star god lyrically im optimus prime the car i drive la fer rar i when i go by smoke in your eyes so open your eyes the jokes on you guys and you aint gotta be a mason to see through some of this shit on occasion ,581,121,1,4,0,2,-0.07142857142857142,0.5178571428571429,0.097,0.836,0.068,-0.5927
missyelliott,wtfwheretheyfrom , im like kak a rak a rak rak a rak a rak make a new track make em fall on they crack give em a slap appetizer and smack im so fat in the back make the boys all collapse yeah when i rap they be all on my jack boys wanna jump on this pussy cat  prrrr got a new idea let me switch it man im so futuristic big lips and big big big hips body be thick like a biscuit different rippin shit microphone grippin it gettin these benjamins new car whippin it uh im so far ahead of yall man im on top of the stars i dont care none of you are blah blah blah blah you best to go rewrite your bars ,582,128,1,2,0,0,0.10779220779220779,0.38847402597402597,0.104,0.794,0.102,0.1955
missyelliott,wtfwheretheyfrom , shawty what how they do it where you from  triflin  how they do it where you from thats how they do it where we from thats how they do it where they from shawty what how they do it where you from  hey  how they do it where you from thats how they do it where we from thats how they do it where they from,304,66,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
