artist,song,text,length,number_words,expl_bool,total_expl,grp_1,grp_2,tb_polarity,tb_subjectivity,vader_neg,vader_neu,vader_pos,compound
2pac,iaintmadatcha , now we was once two niggas of the same kind quick to holla at a hoochie with the same line you was just a little smaller but you still rolled got stretched to y a and hit the hood swoll member when you had a jheri curl didnt quite learn on the block witcha glock trippin off sherm collect calls to the crib sayin how youve changed oh you a muslim now no more dope game heard you might be comin home just got bail wanna go to the mosque dont wanna chase tail it seems i lost my little homie hes a changed man hit the pen and now no sinnin is the game plan when i talk about money all you see is the struggle when i tell you im livin large you tell me its trouble congratulations on the weddin i hope your wife know she got a playa for life and thats no bullshittin i know we grew apart you probably dont remember i used to fiend for your sister but never went up in her and i can see us after school wed bomb on the first motherfucker with the wrong shit on now the whole shits changed and we dont even kick it got a big money scheme and you aint even with it knew in my heart you was the same motherfucker that go toe to toe when its time to roll you got a brothers back and i cant even trip cause im just laughin at cha you tryin hard to maintain then go ahead cause i aint mad at cha ,1287,269,1,5,0,1,-0.07700216450216452,0.42175324675324677,0.17,0.766,0.064,-0.9879
2pac,iaintmadatcha , i aint mad at cha i aint mad at cha i aint mad at cha ,55,15,0,0,0,0,-0.625,1.0,0.0,0.604,0.396,0.7835
2pac,iaintmadatcha , we used to be like distant cousins fightin playin dozens whole neighborhood buzzin knowin that we wasnt used to catch us on the roof or behind the stairs im gettin blitzed and i reminisce on all the times we shared besides bumpin and grindin wasnt nothin on our mind in time wed learned to live a life of crime rewind us back to a time was much too young to know i caught a felony lovin the way the guns blow and even though we separated you said that youd wait dont give nobody no coochie while ill be locked up state i kiss my mama goodbye and wipe the tears from her lonely eyes said ill return but i gotta fight the fates arrived dont shed a tear cause mama i aint happy here i blew trial no more smiles for a couple years they got me goin mad im knockin busters on they backs in my cell thinkin  hell i know one day ill be back as soon as i touch down i told my girl id be there so prepare to get fucked down the homies wanna kick it but im just laughin at cha cause yous a down ass bitch and i aint mad at cha ,1017,210,1,2,1,0,-0.1615151515151515,0.5658333333333334,0.224,0.736,0.04,-0.9939
2pac,iaintmadatcha , i aint mad at cha i aint mad at cha i aint mad at cha a true down ass bitch and i aint mad at cha ,99,26,1,2,0,0,-0.38425925925925924,0.8231481481481481,0.184,0.48,0.336,0.6139
2pac,iaintmadatcha , well guess whos movin up this niggas ballin now bitches be callin to get it hookers keep fallin down he went from nothin to lots ten carats to rock went from a nobody nigga to the big man on the block hes mr local celebrity addicted to movin kis most hated by enemies escape in the luxury see first you was our nigga but you made it so the choice is made now we gotta slay you while you faded in the younger days so full of pain while the weapons blaze gettin so high off that bomb hopin we make it to the better days cause crime pays and in time youll find a rhymell blaze youll feel the fire from the niggas in my younger days so many changed on me so many tried to plot that i keep a glock beside my head when will it stop til god return me to my essence cause even as an adolescent i refused to be a convalescent so many questions and they ask me if im still down i moved up out of the ghetto so i aint real now they got so much to say but im just laughin at cha you niggas just dont know but i aint mad at cha ,1016,214,1,6,0,5,0.07119444444444445,0.3700555555555556,0.174,0.775,0.051,-0.9849
2pac,iaintmadatcha , i aint mad at cha i aint mad at cha i aint mad at cha hell nah i aint mad at cha i aint mad at cha and i aint mad at cha i aint mad at cha i aint mad at cha i aint mad at cha i aint mad at cha,193,53,0,0,0,0,-0.625,1.0,0.082,0.559,0.359,0.9537
2pac,keepyaheadup , little something for my godson elijah and a little girl named corin ,69,12,0,0,0,0,-0.1875,0.5,0.0,1.0,0.0,0.0
2pac,keepyaheadup ,  keep ya head up ooh child things are gonna get easier  keep keep ya head up ooh child thingsll get brighter  oh oh keep ya head up ooh child things are gonna get easier  keep keep ya head up ooh child thingsll get brighter ,225,44,0,0,0,0,0.0,0.0,0.0,0.787,0.213,0.8689
2pac,keepyaheadup , ayo i remember marvin gaye used to sing to me he had me feelin like black was the thing to be and suddenly the ghetto didnt seem so tough and though we had it rough we always had enough i huffed and puffed about my curfew and broke the rules ran with the local crew and had a smoke or two i realize mama really paid the price she nearly gave her life to raise me right  oh yeah yeah and all i had to give her was my pipe dream of how id rock the mic and make it to the bright screen im tryin to make a dollar out of fifteen cents its hard to be legit and still pay your rent and in the end it seems im headin for the pen i try to find my friends but theyre blowin in the wind last night my buddy lost his whole family its gonna take the man in me to conquer this insanity  oh no no no it seems the rainll never let up i try to keep my head up and still keep from gettin wet up huh you know its funny when it rains it pours they got money for wars but cant feed the poor said it aint no hope for the youth and the truth is it aint no hope for the future and then they wonder why we crazy huh i blame my mother for turnin my brother into a crack baby we aint meant to survive cause its a set up and even though youre fed up huh you got to keep ya head up ,1254,274,0,0,0,0,-0.017305996472663135,0.4797619047619048,0.084,0.817,0.099,0.1175
2pac,keepyaheadup , and uh to all the ladies havin babies on they own i know its kinda rough and youre feelin all alone daddys long gone and he left you by your lonesome thank the lord for my kids even if nobody else want em cause i think we can make it in fact im sure and if you fall stand tall and come back for more  oh oh cause aint nothin worse than when your son wants to know why his daddy dont love him no mo you cant complain you was dealt this hell of a hand without a man feelin helpless  i know you were because theres too many things for you to deal with dyin inside but outside youre lookin fearless while the tears is rollin down your cheeks youre steady hopin things dont all fall this week  yeah cause if it did you couldnt take it  yeah and dont blame me i was given this world i didnt make it  oh yeah and now my sons gettin older and older and cold from havin the world on his shoulders while the rich kids is drivin benz im still tryin to hold on to survivin friends  oh yeah and its crazy it seems itll never let up but huh please you got to keep your head up,1063,219,0,0,0,0,0.09312865497076021,0.4812865497076023,0.073,0.776,0.151,0.9569
2pac,lifegoeson , how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on ,395,86,1,4,0,4,0.10500000000000001,0.20333333333333337,0.086,0.725,0.19,0.9168
2pac,lifegoeson , as i bail through the empty halls breath stinkin in my jaws ring ring ring  quiet yall incomin call plus this my homie from high school he gettin by its time to bury another brother nobody cry life as a baller alcohol and booty calls we used to do em as adolescents do you recall raised as gs loced out and blazed the weed get on the roof lets get smoked out and blaze with me two in the morning and we still high assed out screamin  thug til i die  before i passed out but now that youre gone im in the zone thinkin i dont wanna die all alone but now you gone and all i got left are stinkin memories i love them niggas to death im drinkin hennessy while tryin to make it last i drank a fifth for that ass when you passed cause life goes on ,742,152,1,2,0,1,0.10285714285714286,0.3685714285714286,0.124,0.819,0.057,-0.8618
2pac,lifegoeson , how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left and life goes on ,395,86,1,4,0,4,0.10500000000000001,0.20333333333333337,0.086,0.725,0.19,0.9168
2pac,lifegoeson , yeah nigga i got the word its hell you blew trial and the judge gave you   with an l time to prepare to do fed time wont see parole imagine life as a convict thats gettin old plus with the drama were lookin out for your babys mama takin risks while keepin cheap tricks from gettin on her life in the hood is all good for nobody remember gamin on dumb hotties at yo party me and you no truer two while schemin on hits and gettin tricks that maybe we can slide into but now you buried  rest nigga cause i aint worried eyes blurry sayin goodbye at the cemetery though memories fade i got your name tatted on my arm so we both ball til my dyin days before i say goodbye kato and mental rest in peace thug til i die  ,713,144,1,2,0,2,0.145,0.44000000000000006,0.098,0.803,0.098,0.0054
2pac,lifegoeson , how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left but life goes on how many brothers fell victim to the streets rest in peace young nigga theres a heaven for a g be a lie if i told you that i never thought of death my niggas we the last ones left cause life goes on ,397,86,1,4,0,4,0.10500000000000001,0.20333333333333337,0.086,0.725,0.19,0.9168
2pac,lifegoeson , bury me smilin with gs in my pocket have a party at my funeral let every rapper rock it let the hoes that i used to know from way befo kiss me from my head to my toe give me a paper and a pen so i can write about my life of sin a couple bottles of gin in case i dont get in tell all my people im a ridah nobody cries when we die we outlawz let me ride until i get free i live my life in the fast lane got police chasin me to my niggas from old blocks from old crews niggas that guided me through back in the old school pour out some liquor have a toast for the homies see we both gotta die but you chose to go before me and brothers miss you while you gone you left your nigga on his own how long we mourn life goes on ,720,160,1,4,0,3,0.15863636363636363,0.39,0.122,0.844,0.034,-0.9072
2pac,lifegoeson , life goes on homie gone on cause they passed away niggas doin life niggas doin   and   years and shit i feel you nigga trust me i feel you you know what i mean last year we poured out liquor for ya this year nigga life goes on were gonna clock now get money evade bitches evade tricks give playa haters plenty of space and basically just represent for you baby next time you see your niggas we gon be on top nigga you gon be like  goddamn them niggas came up  thats right baby life goes on and we up out this bitch hey kato mental yall niggas make sure its poppin when we get up there man dont front life goes on hold me no more hold me no more yes it do yes it do yes it do,675,140,1,11,0,8,0.017321428571428578,0.46787698412698414,0.224,0.688,0.088,-0.9709
2pac,meagainsttheworld , its just me against the world nothin to lose its just me against the world baby i got nothin to lose its just me against the world stuck in the game me against the world baby ,176,36,0,0,0,0,-0.4,0.4,0.183,0.817,0.0,-0.7506
2pac,meagainsttheworld , can you picture my prophecy stress in the city the cops is out for me the projects is full of bullets though bodies is droppin there aint no stoppin me constantly movin while makin millions witnessin killings leavin dead bodies in abandoned buildings cant reach the children cause theyre illin addicted to killin and the appeal from the cap peelin without feelin but will they last or be blasted hard headed bastard maybe hell listen in his casket the aftermath more bodies bein buried im losin my homies in a hurry theyre relocatin to the cemetery got me worried stressin my visions blurry the question is will i live no one in the world loves me im headed for danger dont trust strangers put one in the chamber whenever im feelin this anger dont wanna make excuses cause this is how it is whats the use unless were shootin no one notices the youth its just me against the world baby ,886,161,0,0,0,0,-0.12053030303030306,0.45916666666666667,0.238,0.718,0.044,-0.9895
2pac,meagainsttheworld , me against the world its just me against the world its just me against the world me against the world cause its just me against the world baby me against the world i got nothin to lose its just me against the world baby i got nothin to lose ,242,49,0,0,0,0,0.0,0.0,0.103,0.897,0.0,-0.6597
2pac,meagainsttheworld , could somebody help me im out here all by myself see ladies in stores baby capones livin wealthy pictures of my birth on this earth is what im dreamin seein daddys semen full of crooked demons already crazy and screamin i guess them nightmares as a child had me scared but left me prepared for a while is there another route for a crooked outlaw veteran a villain a young thug who one day shall fall ,401,76,0,0,0,0,0.04375,0.38125000000000003,0.101,0.828,0.07,-0.5574
2pac,meagainsttheworld , everyday theres mo death and plus im dough less im seein more reasons for me to proceed with thievin scheme on the schemin and leave they peeps grievin cause aint no bucks to stack up my nuts is backed up im about to act up go load the mac up now watch me klacka tried makin fat cuts but yo it aint workin and evils lurkin i can see him smirkin when i gets to pervin so what go put some work in and make my mail makin sales riskin   with a l but oh well ,455,96,0,0,0,0,0.04444444444444443,0.38888888888888884,0.064,0.814,0.123,0.8096
2pac,meagainsttheworld , me against the world with nothin to lose its just me against the world its just me against the world baby me against the world i got nothin to lose its just me against the world its just me against the world baby with nothin to lose its just me against the world baby me against the world me against the world i got nothin to lose its just me against the world baby ,367,74,0,0,0,0,0.0,0.0,0.134,0.866,0.0,-0.8689
2pac,meagainsttheworld , with all this extra stressin the question i wonder is after death after my last breath when will i finally get to rest through this oppression they punish the people thats askin questions and those that possess steal from the ones without possessions the message i stress to make it stop study your lessons dont settle for less even the genius asks his questions be grateful for blessings dont ever change keep your essence the power is in the people and politics we address always do your best dont let this pressure make you panic and when you get stranded and things dont go the way you planned it dreamin of riches in a position of makin a difference politicians are hypocrites they dont wanna listen if im insane its the fame made a brother change it wasnt nothin like the game its just me against the world ,814,148,0,0,0,0,-0.08095238095238096,0.419047619047619,0.147,0.757,0.096,-0.797
2pac,meagainsttheworld , me against the world nothin to lose its just me against the world baby me against the world got me stuck in the game its just me against the world nothin to lose its just me against the world baby me against the world ,219,44,0,0,0,0,-0.4,0.4,0.153,0.847,0.0,-0.7506
2pac,meagainsttheworld , hahaha thats right i know it seem hard sometimes but uh remember one thing through every dark night theres a bright day after that so no matter how hard it get stick your chest out keep your head up and handle it,213,42,0,0,0,0,0.07539682539682539,0.5365079365079365,0.09,0.75,0.16,0.6565
2pac,onlygodcanjudgeme , only god can judge me  that right  only god can judge me now nobody else  nobody else all you other motherfuckers get out my business  really only god can judge me now ,169,32,1,1,0,0,0.03214285714285714,0.7821428571428571,0.0,0.815,0.185,0.6786
2pac,onlygodcanjudgeme , perhaps i was blind to the facts stabbed in the back i couldnt trust my own homies just a bunch of dirty rats will i succeed paranoid from the weed and hocus pocus try to focus but i cant see and in my mind im a blind man doin time look to my future  cause my past is all behind me is it a crime to fight for what is mine everybodys dyin tell me whats the use of tryin ive been trapped since birth cautious  cause im cursed and fantasies of my family in a hearse and they say its the white man i should fear but its my own kind doin all the killin here i cant lie aint no love for the other side jealousy inside make em wish i died oh my lord tell me what im livin for everybodys droppin got me knockin on heavens door and all my memories of seein brothers bleed and everybody grieves but still nobody sees recollect your thoughts dont get caught up in the mix  cause the media is full of dirty tricks ,903,184,0,0,0,0,-0.0796875,0.5270833333333333,0.212,0.712,0.076,-0.9817
2pac,onlygodcanjudgeme , only god can judge me only god can judge me only god only god can judge me only god can judge me only god can judge me only god only god can judge me now only god can judge me only god only god can judge me only god can judge me only god only god can judge me ,261,59,0,0,0,0,0.0,1.0,0.0,0.605,0.395,0.9698
2pac,onlygodcanjudgeme , i hear the doctor standin over me screamin i can make it got a body full of bullet holes layin here naked still i cant breathe somethings evil in my iv  cause everytime i breathe i think they killin me im havin nightmares homicidal fantasies i wake up strangled entangled in my bed sheets i call the nurse  cause it hurts to reminisce how did it come to this i wish they didnt miss somebody help me tell me where to go from here  cause even thugs cry but do the lord care try to remember but it hurts im walkin through the cemetery talkin to the dirt id rather die like a man than live like a coward theres a ghetto up in heaven and its ours  black power  is what we scream as we dream in a paranoid state and our fate is a lifetime of hate dear mama can you save me and fuck peace  cause the streets got our babies we gotta eat no more hesitation each and every black males trapped and they wonder why we suicidal running round strapped mr police please try to see that theres a million motherfuckers stressin just like me ,1025,200,1,2,1,0,-0.24517906336088158,0.5196969696969698,0.201,0.635,0.165,-0.9134
2pac,onlygodcanjudgeme , that which does not kill me can only make me stronger thats for real and i dont see why everybody feel as though that they gotta tell me how to live my life you know let me live baby let me live ,196,42,0,0,0,0,0.12181818181818183,0.5599999999999999,0.0,0.863,0.137,0.746
2pac,onlygodcanjudgeme , guess you figure you know me  cause im a thug that love to hit the late night clubs drink them buds been livin lavish like a player all day now im bout to floss some boss player shit with   tay ,195,40,1,1,0,0,0.0,0.6666666666666666,0.076,0.782,0.142,0.4767
2pac,onlygodcanjudgeme , only god man that right that s real hahahahahaha fuck everybody else you know what i m sayin man look here man my only fear of death is comin back to this bitch reincarnated man that s for the homie mental hehehehe we up out,225,45,1,2,1,0,-0.0020408163265306168,0.5193877551020408,0.264,0.699,0.037,-0.9325
2pac,runnindyingtolive , between you and biggie it was like whos going to rule the nigga kingdom and shit basically know what im saying i was like this is like a fucking election it is that you know what i am saying me and biggies situation is smaller than that its like  ,248,49,1,3,1,1,-0.26666666666666666,0.7000000000000001,0.062,0.764,0.174,0.6597
2pac,runnindyingtolive , and i wonder if theyll laugh when im dead why am i fighting to live if im just living to fight  you dont know why am i trying to see when there aint nothing in sight why am i trying to give when no one gives me a try why am i dying to live if im just living to die  ,267,61,0,0,0,0,0.09318181818181817,0.375,0.209,0.742,0.049,-0.8979
2pac,runnindyingtolive , check it i grew up a fuckin screw up got introduced to the game got a ounce and fuckin blew up choppin rocks overnight the nigga biggie smalls tryna turn into the black frank white we had to grow dreads to change our description two cops is on the milk box missin show they toes you know they got stepped on a fistful of bullets a chest full of teflon runnin from the police picture that nigga im too fat i fuck around and catch a asthma attack thats why i bust back it dont faze me when he drop take his glock and im swayze celebrate my escape sold the glock bought some weight lay back i got some money to make motherfucker ,627,124,1,6,3,2,-0.0880952380952381,0.2833333333333333,0.125,0.836,0.039,-0.8999
2pac,runnindyingtolive , and i wonder if theyll laugh when im dead why am i fighting to live if im just living to fight why am i trying to see when there aint nothing in sight why am i trying to give when no one gives me a try why am i dying to live if im just living to die  its on me  ,263,61,0,0,0,0,0.09318181818181817,0.375,0.209,0.742,0.049,-0.8979
2pac,runnindyingtolive , but still im havin memories of high speed when the cops crashed as i laugh pushin the gas while my glocks blast we was young and we was dumb but we had heart in the dark will we survive through the bad parts many dreams is what i had and plenty wishes no hesitation in extermination of these snitches envious bitches they still continue to pursue me a couple of movies now the whole worlds tryna screw me even the cops tried to sue me so what can i do but stay true sippin   s of brew and now media is tryna test me got the press askin questions tryna stress me misery is all i see thats my mind state my history with the police will shake the crime rate my main man had two strikes slipped got arrested and flipped he screamed  thug life  and emptied the clip got tired of runnin from the police ,798,157,1,1,0,0,0.013787878787878793,0.47181818181818175,0.241,0.653,0.105,-0.9827
2pac,runnindyingtolive , and i wonder if theyll laugh when im dead why am i fighting to live if im just living to fight why am i trying to see when there aint nothing in sight why am i trying to give when no one gives me a try why am i dying to live if im just living to die  ,252,58,0,0,0,0,0.09318181818181817,0.375,0.218,0.731,0.051,-0.8979
2pac,runnindyingtolive , they wanted a new regime and my regime includes east coast includes west coast ,80,14,0,0,0,0,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0
2pac,therosethatgrewfromconcrete , poems written by shakur as  interpreted by other artists ,58,9,0,0,0,0,-0.125,0.375,0.0,1.0,0.0,0.0
2pac,therosethatgrewfromconcrete , you try to plant somethin in the conrete yknowhatimean if it grow and the and the rose petal got all kind of scratches and marks you not gon say  damn look at all the scratches and marks on the rose that grew from concrete you gon be like  damn a rose grew from the concrete   same thing with me yknahmean i grew out of all of this instead of sayin  damn he did this he did this  just be like  damn he grew out of that he came out of that  thats what they should say yknowhatimean all the trouble to survive and make good out of the dirty nasty yknowhahatimean unbelievable lifestyle they gave me im just tryin to make somethin    ,632,122,0,0,0,0,0.11249999999999993,0.6729166666666666,0.123,0.791,0.085,-0.7463
2pac,therosethatgrewfromconcrete ,refrain   nikki giovanni,24,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
2pac,therosethatgrewfromconcrete , when no one even cared the rose it grew from concrete keepin all these dreams provin natures laws wrong it learned how to walk without havin feet it came from concrete ,169,31,0,0,0,0,0.1,0.6125,0.14,0.714,0.146,0.0516
2pac,therosethatgrewfromconcrete , did you hear about the rose that grew from a crack in the concrete provin natures laws wrong it learned how to walk without havin feet funny it seems but by keepin its dreams it learned to breathe fresh air long live the rose that grew from concrete when no one else even cared no one else even cared   the rose that grew from concrete ,337,65,0,0,0,0,0.21694214876033058,0.6409090909090909,0.117,0.71,0.173,0.7613
2pac,therosethatgrewfromconcrete , did you hear  did you hear about the rose that grew from a crack in the concrete provin natures laws wrong it learned to walk without having feet funny it seems but by keeping its dreams it learned to breathe fresh air long live the rose that grew from concrete when no one else even cared ,291,56,0,0,0,0,0.1818181818181818,0.6444444444444444,0.098,0.749,0.153,0.6855
2pac,therosethatgrewfromconcrete , keepin all these dreams provin natures laws wrong it learned how to walk without havin feet  to breathe the fresh air it came from concrete  to breathe the fresh air  to breathe the fresh air to breathe the fresh air  ,219,40,0,0,0,0,0.1416666666666667,0.5333333333333333,0.063,0.694,0.243,0.7783
2pac,therosethatgrewfromconcrete , you see you wouldnt ask why the rose that grew from the concrete had damaged petals on the contrary we would all celebrate its tenacity we would all love its will to reach the sun well we are the roses  this is the concrete  and these are my damaged petals dont ask me why thank god nigga ask me how hahahaha  ,311,61,1,1,0,1,0.31999999999999995,0.53,0.078,0.711,0.211,0.836
cardib,bartiercardi , bardi in a rari diamonds all over my body     you a fool for this one shinin all over my body bardi put that lil bitch on molly bardi bitch on molly  cheeze    diamonds all over my body fucked that bitch on molly  ksr ask him if im bout it ,241,49,1,3,1,0,-0.6,0.7,0.298,0.702,0.0,-0.9623
cardib,bartiercardi , your bitch wanna party with cardi cartier bardi in a rari     diamonds all over my body  cardi shinin all over my body  my body cardi got your bitch on molly bitch you aint gang you lame bentley truck lane to lane blow out the brain     i go insane insane i drop a check on the chain fuck up a check in the flame cardi took your man you upset uh cardi got rich they upset yeah  from what  cardi put the pussy on offset  say what  cartier cardi b brain on offset     cardi took your man you upset uh cardi got rich they upset yeah     cardi put the pussy on offset  cardi cartier cardi b brain on offset  whos cardi   ,618,120,1,6,1,0,-0.35833333333333334,0.8083333333333332,0.215,0.676,0.109,-0.9448
cardib,bartiercardi , who get this motherfucker started  cardi who took your bitch out to party  cardi i took your bitch and departed  cardi who that be fly as a martian  cardi who that on fleek in the cut  cardi who got the bricks in the truck  cardi them diamonds gon hit like a bitch on a bitchy ass bitch bitch you a wannabe cardi red bottom mj moonwalk on a bitch moonwalkin through your clique im moonwalkin in the  sticky with the kick moonrocks in this bitch im from the motherfuckin bronx  bronx i keep the pump in the trunk  trunk bitch if you bad then jump  jump might leave your bitch in a slump  your back  ,599,115,1,12,0,0,0.02500000000000005,0.39166666666666666,0.344,0.623,0.033,-0.9942
cardib,bartiercardi , your bitch wanna party with cardi cartier bardi in a rari     diamonds all over my body  cardi shinin all over my body  my body cardi got your bitch on molly bitch you aint gang you lame bentley truck lane to lane blow out the brain     i go insane insane i drop a check on the chain fuck up a check in the flame cardi took your man you upset uh cardi got rich they upset yeah  from what  cardi put the pussy on offset  say what  cartier cardi b brain on offset     cardi took your man you upset uh cardi got rich they upset yeah     cardi put the pussy on offset  cardi cartier cardi b brain on offset ,604,118,1,6,1,0,-0.35833333333333334,0.8083333333333332,0.218,0.671,0.111,-0.9448
cardib,bartiercardi , your bitch wanna party with a savage     saint laurent savage in an aston  yeah high end cars and fashion     i dont eat pussy im fastin  on god im a blood my brother crippin bitch im drippin ho you trippin told the waitress i aint tippin i like hot sauce on my chicken  on god i pulled the rubber off and i put hot sauce on her titties     im in a bentley truck she keep on suckin like its tinted     all these vvss nigga my sperm worth millions  on god the bitch so bad i popped a molly fore i hit it         ,512,101,1,5,0,1,-0.056666666666666636,0.6594444444444444,0.19,0.687,0.123,-0.9081
cardib,bartiercardi , step in this bitch in givenchy  cash fuck up a check in givenchy  cash boss out the coupe and them inches i fuck up a bag at the fendi i fuck up a bag in a minute who you know drip like this who you know built like this im poppin shit like a dude pull up to pop at your crew brrrt poppin at you  woo they say you basic i flooded the rollie with diamonds i flooded the patek and bracelet i got your bitch and she naked ice on the cake when i bake it im switchin lanes in the range swap out the dick for the brain swap out your bitch for your main swap out the trap for the fame ice on them cardi b cartier frames bitch ,619,133,1,9,3,0,-0.1761904761904762,0.494047619047619,0.213,0.706,0.081,-0.9753
cardib,bartiercardi , your bitch wanna party with cardi cartier bardi in a rari     diamonds all over my body  cardi shinin all over my body  my body cardi got your bitch on molly bitch you aint gang you lame bentley truck lane to lane blow out the brain     i go insane insane i drop a check on the chain fuck up a check in the flame cardi took your man you upset uh cardi got rich they upset yeah  from what  cardi put the pussy on offset  say what  cartier cardi b brain on offset     cardi took your man you upset uh cardi got rich they upset yeah     cardi put the pussy on offset  cardi cartier cardi b brain on offset  whos cardi  ,617,120,1,6,1,0,-0.35833333333333334,0.8083333333333332,0.215,0.676,0.109,-0.9448
cardib,becareful , yeah care for me care for me care for me uh yeah look ,55,13,0,0,0,0,0.0,0.0,0.0,0.364,0.636,0.9186
cardib,becareful , i wanna get married like the currys steph and ayesha shit but we more like belly tommy and keisha shit gave you tlc you wanna creep and shit poured out my whole heart to a piece of shit man i thought you wouldve learned your lesson bout likin pictures not returnin texts i guess its fine man i get the message you still stutter after certain questions you keep in contact with certain exes do you though trust me nigga its cool though said that you was workin but you out here chasin culo and putas chillin poolside livin two lives i couldve did what you did to me to you a few times but if i did decide to slide find a nigga fuck him suck his dick you wouldve been pissed but thats not my m o  im not that type of bitch and karma for you is gon be who you end up with you make me sick nigga ,793,162,1,10,1,3,0.0022108843537415046,0.5857142857142856,0.221,0.659,0.12,-0.9796
cardib,becareful , the only man baby i adore i gave you everything whats mine is yours i want you to live your life of course but i hope you get what you dyin for be careful with me do you know what you doin whose feelings that youre hurtin and bruisin you gon gain the whole world but is it worth the girl that youre losin be careful with me yeah its not a threat its a warnin be careful with me yeah my heart is like a package with a fragile label on it be careful with me ,457,97,0,0,0,0,0.02626262626262627,0.7222222222222222,0.0,0.674,0.326,0.9892
cardib,becareful , care for me care for me always said that youd be there for me there for me boy you better treat me carefully carefully look ,125,25,0,0,0,0,0.2,0.75,0.0,0.559,0.441,0.9186
cardib,becareful , i was here before all of this guess you actin out now you got an audience tell me where your mind is drop a pin whats the coordinates you might have a fortune but you lose me you still gon be misfortunate nigga tell me this lust got you this fucked up in the head you want some random bitch up in your bed she dont even know your middle name watch her cause she might steal your chain you dont want someone who loves you instead i guess not though its blatant disrespect you nothin like the nigga i met talk to me crazy and you quick to forget you even got me trippin you got me lookin in the mirror different thinkin im flawed because you inconsistent between a rock and a hard place the mud and the dirt its gon hurt me to hate you but lovin yous worse it all stops so abrupt we started switchin it up teach me to be like you so i can not give a fuck free to mess with someone else i wish these feelings could melt cause you dont care about a thing except your mothafuckin self you make me sick nigga ,1004,203,1,5,2,3,-0.30453869047619053,0.6046130952380954,0.252,0.656,0.092,-0.9925
cardib,becareful , the only man baby i adore i gave you everything whats mine is yours i want you to live your life of course but i hope you get what you dyin for be careful with me do you know what you doin whose feelings that youre hurtin and bruisin you gon gain the whole world but is it worth the girl that youre losin be careful with me yeah its not a threat its a warnin be careful with me yeah my heart is like a package with a fragile label on it be careful with me,456,97,0,0,0,0,0.02626262626262627,0.7222222222222222,0.0,0.674,0.326,0.9892
cardib,bodakyellow , ksr its cardi ayy said im the shit they cant fuck with me if they wanted to i dont gotta dance ,96,21,1,2,1,0,-0.30000000000000004,0.7,0.0,0.735,0.265,0.7814
cardib,bodakyellow , said lil bitch you cant fuck with me if you wanted to these expensive these is red bottoms these is bloody shoes hit the store i can get em both i dont wanna choose and im quick cut a nigga off so dont get comfortable look i dont dance now i make money moves  ayy ayy say i dont gotta dance i make money move if i see you and i dont speak that means i dont fuck with you im a boss you a worker bitch i make bloody moves ,421,91,1,5,2,1,-0.27083333333333337,0.625,0.172,0.775,0.053,-0.9147
cardib,bodakyellow , now she say she gon do what to who lets find out and see cardi b you know where im at you know where i be you in the club just to party im there i get paid a fee i be in and out them banks so much i know theyre tired of me honestly dont give a fuck bout who aint fond of me dropped two mixtapes in six months what bitch working as hard as me i dont bother with these hoes dont let these hoes bother me they see pictures they say  goals  bitch im who they tryna be look i might just chill in some bape i might just chill with your boo i might just feel on your babe my pussy feel like a lake he wanna swim with his face im like  okay ill let him get what he want he buy me yves saint laurent and the new whip when i go fast as a horse i got the trunk in the front  vroom vroom im the hottest in the street know you prolly heard of me got a bag and fixed my teeth hope you hoes know it aint cheap and i pay my mama bills i aint got no time to chill think these hoes be mad at me their baby father run a bill ,1007,225,1,8,1,0,-0.006691919191919193,0.61635101010101,0.095,0.812,0.093,-0.3678
cardib,bodakyellow , said lil bitch you cant fuck with me if you wanted to these expensive these is red bottoms these is bloody shoes hit the store i can get em both i dont wanna choose and im quick cut a nigga off so dont get comfortable look i dont dance now i make money moves say i dont gotta dance i make money moves if i see you and i dont speak that means i dont fuck with you im a boss you a worker bitch i make bloody moves ,413,89,1,5,2,1,-0.27083333333333337,0.625,0.176,0.77,0.054,-0.9147
cardib,bodakyellow , if you a pussy you get popped you a goofy you a opp dont you come around my way you cant hang around my block and i just checked my accounts turns out im rich im rich im rich i put my hand above my hip i bet you dip he dip she dip i say i get the money and go this shit is hot like a stove my pussy glitter is gold tell that lil bitch play her role i just arrive in a rolls i just came up in a wraith i need to fill up the tank no i need to fill up the safe i need to let all these hoes know that none of their niggas is safe i go to dinner and steak only the real can relate i used to live in the ps now its a crib with a gate rollie got charms look like frosted flakes had to let these bitches know just in case these hoes forgot i just run and check the mail another check from mona scott ,793,180,1,8,0,1,0.25094696969696967,0.65,0.08,0.769,0.151,0.9199
